checklist_id,story_headline,story_lane,date,start_time,end_time,borough,route_or_location,editorial_priority,news_desk_status,confidence,assignment_score,permit_event_id,field_desk_link,coordinate_status
tvpp-9vvx:911516@2026-07-17,Lincoln Hospital Greenmarket Tues  Friday,pop_up_street_activation,2026-07-17,08:00,17:00,Bronx,EAST  149 STREET between MORRIS AVENUE and PARK AVENUE,high,unchecked,permit_confirmed,340,911516,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-17&borough=Bronx,map_ready
tvpp-9vvx:898931@2026-07-17,97 Street Greenmarket Friday,pop_up_street_activation,2026-07-17,08:00,17:00,Manhattan,WEST   97 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE,high,unchecked,permit_confirmed,340,898931,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-17&borough=Manhattan,map_ready
tvpp-9vvx:928822@2026-07-17,Columbus Circle Food Market,parade_march,2026-07-17,09:30,21:00,Manhattan,Central Park: Merchants' Gate,high,unchecked,permit_confirmed,340,928822,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-17&borough=Manhattan,map_ready
tvpp-9vvx:914361@2026-07-17,HHFM Harlem Hospital Market,parade_march,2026-07-17,08:00,15:00,Manhattan,LENOX AVENUE between WEST  136 STREET and WEST  137 STREET,high,unchecked,permit_confirmed,340,914361,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-17&borough=Manhattan,map_ready
tvpp-9vvx:914469@2026-07-17,HHFM Metropolitan Market,parade_march,2026-07-17,08:00,15:00,Manhattan,SECOND AVENUE between EAST   97 STREET and EAST   99 STREET,high,unchecked,permit_confirmed,340,914469,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-17&borough=Manhattan,map_ready
tvpp-9vvx:887418@2026-07-17,Union Square Greenmarket,pop_up_street_activation,2026-07-17,05:00,20:00,Manhattan,Union Square Park: North Plaza,high,unchecked,permit_confirmed,340,887418,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-17&borough=Manhattan,map_ready
tvpp-9vvx:911518@2026-07-17,Corona Greenmarket  Friday,pop_up_street_activation,2026-07-17,08:00,17:00,Queens,ROOSEVELT AVENUE between 103 STREET and 104 STREET,high,unchecked,permit_confirmed,340,911518,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-17&borough=Queens,map_ready
tvpp-9vvx:911543@2026-07-18,4th Avenue Sunset Park Greenmarket Saturday,pop_up_street_activation,2026-07-18,08:00,17:00,Brooklyn,60 STREET between 3 AVENUE and 4 AVENUE,high,unchecked,permit_confirmed,340,911543,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Brooklyn,map_ready
tvpp-9vvx:930759@2026-07-18,East New York Farmers Market,pop_up_street_activation,2026-07-18,07:00,17:00,Brooklyn,SCHENCK AVENUE between NEW LOTS AVENUE and LIVONIA AVENUE,high,unchecked,permit_confirmed,340,930759,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Brooklyn,map_ready
tvpp-9vvx:923923@2026-07-18,RiseBoro Farmers Markets at Maria Hernandez Park,pop_up_street_activation,2026-07-18,08:00,15:00,Brooklyn,KNICKERBOCKER AVENUE between STARR STREET and SUYDAM STREET,high,unchecked,permit_confirmed,340,923923,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Brooklyn,map_ready
tvpp-9vvx:911522@2026-07-18,57 Street Saturday Greenmarket,pop_up_street_activation,2026-07-18,08:00,18:00,Manhattan,10 AVENUE between WEST   57 STREET and WEST   58 STREET,high,unchecked,permit_confirmed,340,911522,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Manhattan,map_ready
tvpp-9vvx:897894@2026-07-18,82 Street Greenmarket Saturday,pop_up_street_activation,2026-07-18,08:00,17:00,Manhattan,EAST   82 STREET between 1 AVENUE and YORK AVENUE,high,unchecked,permit_confirmed,340,897894,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Manhattan,map_ready
tvpp-9vvx:928822@2026-07-18,Columbus Circle Food Market,parade_march,2026-07-18,09:30,21:00,Manhattan,Central Park: Merchants' Gate,high,unchecked,permit_confirmed,340,928822,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Manhattan,map_ready
tvpp-9vvx:893707@2026-07-18,Down to Earth Chelsea Farmers Market,pop_up_street_activation,2026-07-18,06:00,18:00,Manhattan,WEST   23 STREET between 8 AVENUE and 9 AVENUE,high,unchecked,permit_confirmed,340,893707,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Manhattan,map_ready
tvpp-9vvx:922413@2026-07-18,Farmers Market,pop_up_street_activation,2026-07-18,08:00,20:00,Manhattan,Richard Tucker Square: Richard Tucker Square,high,unchecked,permit_confirmed,340,922413,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Manhattan,map_ready
tvpp-9vvx:930120@2026-07-18,HHFM Lenox Avenue Market,parade_march,2026-07-18,08:00,15:00,Manhattan,LENOX AVENUE between WEST  117 STREET and WEST  118 STREET,high,unchecked,permit_confirmed,340,930120,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Manhattan,map_ready
tvpp-9vvx:898914@2026-07-18,Inwood Greenmarket Saturday,pop_up_street_activation,2026-07-18,06:00,17:00,Manhattan,ISHAM STREET between SEAMAN AVENUE and COOPER STREET,high,unchecked,permit_confirmed,340,898914,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Manhattan,map_ready
tvpp-9vvx:887418@2026-07-18,Union Square Greenmarket,pop_up_street_activation,2026-07-18,05:00,20:00,Manhattan,Union Square Park: North Plaza,high,unchecked,permit_confirmed,340,887418,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Manhattan,map_ready
tvpp-9vvx:912769@2026-07-18,Uptown Good Food Farmers Market,pop_up_street_activation,2026-07-18,08:00,16:00,Manhattan,St. Nicholas Park: Paths 128 - 141st Street,high,unchecked,permit_confirmed,340,912769,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Manhattan,map_ready
tvpp-9vvx:912768@2026-07-19,Bronx Park East Farmers Market,pop_up_street_activation,2026-07-19,08:00,17:00,Bronx,Bronx Park: Brady Avenue Entrance,high,unchecked,permit_confirmed,340,912768,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Bronx,map_ready
tvpp-9vvx:898942@2026-07-19,Carroll Gardens Greenmarket Sunday,pop_up_street_activation,2026-07-19,08:00,17:00,Brooklyn,CARROLL STREET between SMITH STREET and COURT STREET,high,unchecked,permit_confirmed,340,898942,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Brooklyn,map_ready
tvpp-9vvx:898937@2026-07-19,Cortelyou Greenmarket Sunday,pop_up_street_activation,2026-07-19,08:00,17:00,Brooklyn,CORTELYOU ROAD between RUGBY ROAD and ARGYLE ROAD,high,unchecked,permit_confirmed,340,898937,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Brooklyn,map_ready
tvpp-9vvx:893705@2026-07-19,Down to Earth Park Slope Farmers Market,pop_up_street_activation,2026-07-19,06:00,18:00,Brooklyn,4 STREET between 5 AVENUE and DEAD END,high,unchecked,permit_confirmed,340,893705,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Brooklyn,map_ready
tvpp-9vvx:923926@2026-07-19,RiseBoro Farmers Markets at Irving Square Park,pop_up_street_activation,2026-07-19,09:00,15:00,Brooklyn,"KNICKERBOCKER AVENUE between STARR STREET and SUYDAM STREET,  KNICKERBOCKER AVENUE between WEIRFIELD STREET and HALSEY STREET",high,unchecked,permit_confirmed,340,923926,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Brooklyn,map_ready
tvpp-9vvx:898922@2026-07-19,Columbia Thursday Sunday Greenmarket,pop_up_street_activation,2026-07-19,08:00,18:00,Manhattan,BROADWAY between WEST  113 STREET and WEST  116 STREET,high,unchecked,permit_confirmed,340,898922,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Manhattan,map_ready
tvpp-9vvx:899826@2026-07-19,Murray Hill Farmers Market,pop_up_street_activation,2026-07-19,05:30,19:30,Manhattan,2 AVENUE between EAST   32 STREET and EAST   33 STREET,high,unchecked,permit_confirmed,340,899826,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Manhattan,map_ready
tvpp-9vvx:898918@2026-07-19,Forest Hills Greenmarket Sunday,pop_up_street_activation,2026-07-19,08:00,17:00,Queens,QUEENS BOULEVARD between 69 ROAD and 70 AVENUE,high,unchecked,permit_confirmed,340,898918,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Queens,map_ready
tvpp-9vvx:898910@2026-07-19,Jackson Heights Greenmarket Sunday,pop_up_street_activation,2026-07-19,08:00,17:00,Queens,79 STREET between NORTHERN BOULEVARD and 34 AVENUE,high,unchecked,permit_confirmed,340,898910,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Queens,map_ready
tvpp-9vvx:887418@2026-07-20,Union Square Greenmarket,pop_up_street_activation,2026-07-20,05:00,20:00,Manhattan,Union Square Park: North Plaza,high,unchecked,permit_confirmed,340,887418,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-20&borough=Manhattan,map_ready
tvpp-9vvx:944282@2026-07-21,HHFM McKinley Square Market,parade_march,2026-07-21,07:00,16:00,Bronx,McKinley Square: McKinley Square,high,unchecked,permit_confirmed,340,944282,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-21&borough=Bronx,map_ready
tvpp-9vvx:914495@2026-07-21,HHFM Mt. Eden Market,parade_march,2026-07-21,07:00,16:00,Bronx,Mount Eden Malls: Mount Eden Malls,high,unchecked,permit_confirmed,340,914495,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-21&borough=Bronx,map_ready
tvpp-9vvx:911516@2026-07-21,Lincoln Hospital Greenmarket Tues  Friday,pop_up_street_activation,2026-07-21,08:00,17:00,Bronx,EAST  149 STREET between MORRIS AVENUE and PARK AVENUE,high,unchecked,permit_confirmed,340,911516,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-21&borough=Bronx,map_ready
tvpp-9vvx:911528@2026-07-21,Poe Park Greenmarket Tuesday,pop_up_street_activation,2026-07-21,08:00,17:00,Bronx,EAST  192 STREET between GRAND CONCOURSE and VALENTINE AVENUE,high,unchecked,permit_confirmed,340,911528,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-21&borough=Bronx,map_ready
tvpp-9vvx:911525@2026-07-21,Ft Washington Greenmarket Tuesday,pop_up_street_activation,2026-07-21,08:00,18:00,Manhattan,FT WASHINGTON AVENUE between WEST  168 STREET and WEST  169 STREET,high,unchecked,permit_confirmed,340,911525,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-21&borough=Manhattan,map_ready
tvpp-9vvx:887399@2026-07-21,Green Market,parade_march,2026-07-21,00:00,23:55,Manhattan,Bowling Green: Subway Plaza (Cobblestone),high,unchecked,permit_confirmed,340,887399,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-21&borough=Manhattan,map_ready
tvpp-9vvx:911520@2026-07-21,Elmhurst Greenmarket Tuesday,pop_up_street_activation,2026-07-21,08:00,17:00,Queens,41 AVENUE between 80 STREET and 81 STREET,high,unchecked,permit_confirmed,340,911520,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-21&borough=Queens,map_ready
tvpp-9vvx:911512@2026-07-22,Mount Sinai Greenmarket Wednesday,pop_up_street_activation,2026-07-22,08:00,17:00,Manhattan,MADISON AVENUE between EAST   98 STREET and EAST   99 STREET,high,unchecked,permit_confirmed,340,911512,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-22&borough=Manhattan,map_ready
tvpp-9vvx:887418@2026-07-22,Union Square Greenmarket,pop_up_street_activation,2026-07-22,05:00,20:00,Manhattan,Union Square Park: North Plaza,high,unchecked,permit_confirmed,340,887418,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-22&borough=Manhattan,map_ready
tvpp-9vvx:914495@2026-07-23,HHFM Mt. Eden Market,parade_march,2026-07-23,07:00,16:00,Bronx,Mount Eden Malls: Mount Eden Malls,high,unchecked,permit_confirmed,340,914495,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-23&borough=Bronx,map_ready
tvpp-9vvx:911549@2026-07-23,Borough Park Greenmarket Thursday,pop_up_street_activation,2026-07-23,08:00,16:00,Brooklyn,14 AVENUE between 49 STREET and 50 STREET,high,unchecked,permit_confirmed,340,911549,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-23&borough=Brooklyn,map_ready
tvpp-9vvx:911545@2026-07-23,175 street Greenmarket Thursday,pop_up_street_activation,2026-07-23,08:00,17:00,Manhattan,WEST  175 STREET between BROADWAY and WADSWORTH AVENUE,high,unchecked,permit_confirmed,340,911545,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-23&borough=Manhattan,map_ready
tvpp-9vvx:898922@2026-07-23,Columbia Thursday Sunday Greenmarket,pop_up_street_activation,2026-07-23,08:00,18:00,Manhattan,BROADWAY between WEST  113 STREET and WEST  116 STREET,high,unchecked,permit_confirmed,340,898922,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-23&borough=Manhattan,map_ready
tvpp-9vvx:928822@2026-07-23,Columbus Circle Food Market,parade_march,2026-07-23,09:30,21:00,Manhattan,Central Park: Merchants' Gate,high,unchecked,permit_confirmed,340,928822,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-23&borough=Manhattan,map_ready
tvpp-9vvx:922413@2026-07-23,Farmers Market,pop_up_street_activation,2026-07-23,08:00,20:00,Manhattan,Richard Tucker Square: Richard Tucker Square,high,unchecked,permit_confirmed,340,922413,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-23&borough=Manhattan,map_ready
tvpp-9vvx:887399@2026-07-23,Green Market,parade_march,2026-07-23,00:00,23:55,Manhattan,Bowling Green: Subway Plaza (Cobblestone),high,unchecked,permit_confirmed,340,887399,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-23&borough=Manhattan,map_ready
tvpp-9vvx:911516@2026-07-24,Lincoln Hospital Greenmarket Tues  Friday,pop_up_street_activation,2026-07-24,08:00,17:00,Bronx,EAST  149 STREET between MORRIS AVENUE and PARK AVENUE,high,unchecked,permit_confirmed,340,911516,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24&borough=Bronx,map_ready
tvpp-9vvx:898931@2026-07-24,97 Street Greenmarket Friday,pop_up_street_activation,2026-07-24,08:00,17:00,Manhattan,WEST   97 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE,high,unchecked,permit_confirmed,340,898931,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24&borough=Manhattan,map_ready
tvpp-9vvx:928822@2026-07-24,Columbus Circle Food Market,parade_march,2026-07-24,09:30,21:00,Manhattan,Central Park: Merchants' Gate,high,unchecked,permit_confirmed,340,928822,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24&borough=Manhattan,map_ready
tvpp-9vvx:914361@2026-07-24,HHFM Harlem Hospital Market,parade_march,2026-07-24,08:00,15:00,Manhattan,LENOX AVENUE between WEST  136 STREET and WEST  137 STREET,high,unchecked,permit_confirmed,340,914361,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24&borough=Manhattan,map_ready
tvpp-9vvx:887418@2026-07-24,Union Square Greenmarket,pop_up_street_activation,2026-07-24,05:00,20:00,Manhattan,Union Square Park: North Plaza,high,unchecked,permit_confirmed,340,887418,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24&borough=Manhattan,map_ready
tvpp-9vvx:911518@2026-07-24,Corona Greenmarket  Friday,pop_up_street_activation,2026-07-24,08:00,17:00,Queens,ROOSEVELT AVENUE between 103 STREET and 104 STREET,high,unchecked,permit_confirmed,340,911518,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24&borough=Queens,map_ready
tvpp-9vvx:911543@2026-07-25,4th Avenue Sunset Park Greenmarket Saturday,pop_up_street_activation,2026-07-25,08:00,17:00,Brooklyn,60 STREET between 3 AVENUE and 4 AVENUE,high,unchecked,permit_confirmed,340,911543,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Brooklyn,map_ready
tvpp-9vvx:911522@2026-07-25,57 Street Saturday Greenmarket,pop_up_street_activation,2026-07-25,08:00,18:00,Manhattan,10 AVENUE between WEST   57 STREET and WEST   58 STREET,high,unchecked,permit_confirmed,340,911522,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Manhattan,map_ready
tvpp-9vvx:897894@2026-07-25,82 Street Greenmarket Saturday,pop_up_street_activation,2026-07-25,08:00,17:00,Manhattan,EAST   82 STREET between 1 AVENUE and YORK AVENUE,high,unchecked,permit_confirmed,340,897894,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Manhattan,map_ready
tvpp-9vvx:928822@2026-07-25,Columbus Circle Food Market,parade_march,2026-07-25,09:30,21:00,Manhattan,Central Park: Merchants' Gate,high,unchecked,permit_confirmed,340,928822,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Manhattan,map_ready
tvpp-9vvx:922413@2026-07-25,Farmers Market,pop_up_street_activation,2026-07-25,08:00,20:00,Manhattan,Richard Tucker Square: Richard Tucker Square,high,unchecked,permit_confirmed,340,922413,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Manhattan,map_ready
tvpp-9vvx:898914@2026-07-25,Inwood Greenmarket Saturday,pop_up_street_activation,2026-07-25,06:00,17:00,Manhattan,ISHAM STREET between SEAMAN AVENUE and COOPER STREET,high,unchecked,permit_confirmed,340,898914,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Manhattan,map_ready
tvpp-9vvx:887418@2026-07-25,Union Square Greenmarket,pop_up_street_activation,2026-07-25,05:00,20:00,Manhattan,Union Square Park: North Plaza,high,unchecked,permit_confirmed,340,887418,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Manhattan,map_ready
tvpp-9vvx:912769@2026-07-25,Uptown Good Food Farmers Market,pop_up_street_activation,2026-07-25,08:00,16:00,Manhattan,St. Nicholas Park: Paths 128 - 141st Street,high,unchecked,permit_confirmed,340,912769,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Manhattan,map_ready
tvpp-9vvx:912768@2026-07-26,Bronx Park East Farmers Market,pop_up_street_activation,2026-07-26,08:00,17:00,Bronx,Bronx Park: Brady Avenue Entrance,high,unchecked,permit_confirmed,340,912768,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26&borough=Bronx,map_ready
tvpp-9vvx:898942@2026-07-26,Carroll Gardens Greenmarket Sunday,pop_up_street_activation,2026-07-26,08:00,17:00,Brooklyn,CARROLL STREET between SMITH STREET and COURT STREET,high,unchecked,permit_confirmed,340,898942,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26&borough=Brooklyn,map_ready
tvpp-9vvx:898937@2026-07-26,Cortelyou Greenmarket Sunday,pop_up_street_activation,2026-07-26,08:00,17:00,Brooklyn,CORTELYOU ROAD between RUGBY ROAD and ARGYLE ROAD,high,unchecked,permit_confirmed,340,898937,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26&borough=Brooklyn,map_ready
tvpp-9vvx:923926@2026-07-26,RiseBoro Farmers Markets at Irving Square Park,pop_up_street_activation,2026-07-26,09:00,15:00,Brooklyn,"KNICKERBOCKER AVENUE between STARR STREET and SUYDAM STREET,  KNICKERBOCKER AVENUE between WEIRFIELD STREET and HALSEY STREET",high,unchecked,permit_confirmed,340,923926,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26&borough=Brooklyn,map_ready
tvpp-9vvx:898922@2026-07-26,Columbia Thursday Sunday Greenmarket,pop_up_street_activation,2026-07-26,08:00,18:00,Manhattan,BROADWAY between WEST  113 STREET and WEST  116 STREET,high,unchecked,permit_confirmed,340,898922,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26&borough=Manhattan,map_ready
tvpp-9vvx:898918@2026-07-26,Forest Hills Greenmarket Sunday,pop_up_street_activation,2026-07-26,08:00,17:00,Queens,QUEENS BOULEVARD between 69 ROAD and 70 AVENUE,high,unchecked,permit_confirmed,340,898918,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26&borough=Queens,map_ready
tvpp-9vvx:898910@2026-07-26,Jackson Heights Greenmarket Sunday,pop_up_street_activation,2026-07-26,08:00,17:00,Queens,79 STREET between NORTHERN BOULEVARD and 34 AVENUE,high,unchecked,permit_confirmed,340,898910,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-26&borough=Queens,map_ready
tvpp-9vvx:887418@2026-07-27,Union Square Greenmarket,pop_up_street_activation,2026-07-27,05:00,20:00,Manhattan,Union Square Park: North Plaza,high,unchecked,permit_confirmed,340,887418,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-27&borough=Manhattan,map_ready
tvpp-9vvx:944282@2026-07-28,HHFM McKinley Square Market,parade_march,2026-07-28,07:00,16:00,Bronx,McKinley Square: McKinley Square,high,unchecked,permit_confirmed,340,944282,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-28&borough=Bronx,map_ready
tvpp-9vvx:914495@2026-07-28,HHFM Mt. Eden Market,parade_march,2026-07-28,07:00,16:00,Bronx,Mount Eden Malls: Mount Eden Malls,high,unchecked,permit_confirmed,340,914495,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-28&borough=Bronx,map_ready
tvpp-9vvx:911516@2026-07-28,Lincoln Hospital Greenmarket Tues  Friday,pop_up_street_activation,2026-07-28,08:00,17:00,Bronx,EAST  149 STREET between MORRIS AVENUE and PARK AVENUE,high,unchecked,permit_confirmed,340,911516,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-28&borough=Bronx,map_ready
tvpp-9vvx:911528@2026-07-28,Poe Park Greenmarket Tuesday,pop_up_street_activation,2026-07-28,08:00,17:00,Bronx,EAST  192 STREET between GRAND CONCOURSE and VALENTINE AVENUE,high,unchecked,permit_confirmed,340,911528,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-28&borough=Bronx,map_ready
