checklist_id,story_headline,story_lane,date,start_time,end_time,borough,route_or_location,editorial_priority,news_desk_status,confidence,assignment_score,permit_event_id,field_desk_link,coordinate_status
tvpp-9vvx:928822@2026-08-08,Columbus Circle Food Market,parade_march,2026-08-08,09:30,21:00,Manhattan,Central Park: Merchants' Gate,high,unchecked,permit_confirmed,340,928822,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-08&borough=Manhattan,map_ready
tvpp-9vvx:922413@2026-08-08,Farmers Market,pop_up_street_activation,2026-08-08,08:00,20:00,Manhattan,Richard Tucker Square: Richard Tucker Square,high,unchecked,permit_confirmed,340,922413,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-08&borough=Manhattan,map_ready
tvpp-9vvx:898914@2026-08-08,Inwood Greenmarket Saturday,pop_up_street_activation,2026-08-08,06:00,17:00,Manhattan,ISHAM STREET between SEAMAN AVENUE and COOPER STREET,high,unchecked,permit_confirmed,340,898914,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-08&borough=Manhattan,map_ready
tvpp-9vvx:887418@2026-08-08,Union Square Greenmarket,pop_up_street_activation,2026-08-08,05:00,20:00,Manhattan,Union Square Park: North Plaza,high,unchecked,permit_confirmed,340,887418,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-08&borough=Manhattan,map_ready
tvpp-9vvx:912769@2026-08-08,Uptown Good Food Farmers Market,pop_up_street_activation,2026-08-08,08:00,16:00,Manhattan,St. Nicholas Park: Paths 128 - 141st Street,high,unchecked,permit_confirmed,340,912769,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-08&borough=Manhattan,map_ready
tvpp-9vvx:912768@2026-08-09,Bronx Park East Farmers Market,pop_up_street_activation,2026-08-09,08:00,17:00,Bronx,Bronx Park: Brady Avenue Entrance,high,unchecked,permit_confirmed,340,912768,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-09&borough=Bronx,map_ready
tvpp-9vvx:898942@2026-08-09,Carroll Gardens Greenmarket Sunday,pop_up_street_activation,2026-08-09,08:00,17:00,Brooklyn,CARROLL STREET between SMITH STREET and COURT STREET,high,unchecked,permit_confirmed,340,898942,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-09&borough=Brooklyn,map_ready
tvpp-9vvx:898937@2026-08-09,Cortelyou Greenmarket Sunday,pop_up_street_activation,2026-08-09,08:00,17:00,Brooklyn,CORTELYOU ROAD between RUGBY ROAD and ARGYLE ROAD,high,unchecked,permit_confirmed,340,898937,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-09&borough=Brooklyn,map_ready
tvpp-9vvx:923926@2026-08-09,RiseBoro Farmers Markets at Irving Square Park,pop_up_street_activation,2026-08-09,09:00,15:00,Brooklyn,"KNICKERBOCKER AVENUE between STARR STREET and SUYDAM STREET,  KNICKERBOCKER AVENUE between WEIRFIELD STREET and HALSEY STREET",high,unchecked,permit_confirmed,340,923926,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-09&borough=Brooklyn,map_ready
tvpp-9vvx:898922@2026-08-09,Columbia Thursday Sunday Greenmarket,pop_up_street_activation,2026-08-09,08:00,18:00,Manhattan,BROADWAY between WEST  113 STREET and WEST  116 STREET,high,unchecked,permit_confirmed,340,898922,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-09&borough=Manhattan,map_ready
tvpp-9vvx:898918@2026-08-09,Forest Hills Greenmarket Sunday,pop_up_street_activation,2026-08-09,08:00,17:00,Queens,QUEENS BOULEVARD between 69 ROAD and 70 AVENUE,high,unchecked,permit_confirmed,340,898918,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-09&borough=Queens,map_ready
tvpp-9vvx:898910@2026-08-09,Jackson Heights Greenmarket Sunday,pop_up_street_activation,2026-08-09,08:00,17:00,Queens,79 STREET between NORTHERN BOULEVARD and 34 AVENUE,high,unchecked,permit_confirmed,340,898910,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-09&borough=Queens,map_ready
tvpp-9vvx:887418@2026-08-10,Union Square Greenmarket,pop_up_street_activation,2026-08-10,05:00,20:00,Manhattan,Union Square Park: North Plaza,high,unchecked,permit_confirmed,340,887418,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-10&borough=Manhattan,map_ready
tvpp-9vvx:944282@2026-08-11,HHFM McKinley Square Market,parade_march,2026-08-11,07:00,16:00,Bronx,McKinley Square: McKinley Square,high,unchecked,permit_confirmed,340,944282,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-11&borough=Bronx,map_ready
tvpp-9vvx:914495@2026-08-11,HHFM Mt. Eden Market,parade_march,2026-08-11,07:00,16:00,Bronx,Mount Eden Malls: Mount Eden Malls,high,unchecked,permit_confirmed,340,914495,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-11&borough=Bronx,map_ready
tvpp-9vvx:911516@2026-08-11,Lincoln Hospital Greenmarket Tues  Friday,pop_up_street_activation,2026-08-11,08:00,17:00,Bronx,EAST  149 STREET between MORRIS AVENUE and PARK AVENUE,high,unchecked,permit_confirmed,340,911516,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-11&borough=Bronx,map_ready
tvpp-9vvx:911528@2026-08-11,Poe Park Greenmarket Tuesday,pop_up_street_activation,2026-08-11,08:00,17:00,Bronx,EAST  192 STREET between GRAND CONCOURSE and VALENTINE AVENUE,high,unchecked,permit_confirmed,340,911528,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-11&borough=Bronx,map_ready
tvpp-9vvx:911525@2026-08-11,Ft Washington Greenmarket Tuesday,pop_up_street_activation,2026-08-11,08:00,18:00,Manhattan,FT WASHINGTON AVENUE between WEST  168 STREET and WEST  169 STREET,high,unchecked,permit_confirmed,340,911525,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-11&borough=Manhattan,map_ready
tvpp-9vvx:887399@2026-08-11,Green Market,parade_march,2026-08-11,00:00,23:55,Manhattan,Bowling Green: Subway Plaza (Cobblestone),high,unchecked,permit_confirmed,340,887399,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-11&borough=Manhattan,map_ready
tvpp-9vvx:911520@2026-08-11,Elmhurst Greenmarket Tuesday,pop_up_street_activation,2026-08-11,08:00,17:00,Queens,41 AVENUE between 80 STREET and 81 STREET,high,unchecked,permit_confirmed,340,911520,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-11&borough=Queens,map_ready
tvpp-9vvx:887418@2026-08-12,Union Square Greenmarket,pop_up_street_activation,2026-08-12,05:00,20:00,Manhattan,Union Square Park: North Plaza,high,unchecked,permit_confirmed,340,887418,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-12&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-16,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-16,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-16&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-17,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-17,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-17&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-20,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-20,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-20&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-21,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-21,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-21&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-22,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-22,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-22&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-23,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-23,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-23&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-24,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-24,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24&borough=Manhattan,map_ready
tvpp-9vvx:903036@2026-07-25,CSW Central Park Bandshell Concert,parade_march,2026-07-25,14:00,15:15,Manhattan,Central Park: Bandshell Plaza,high,unchecked,permit_confirmed,330,903036,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-25&borough=Manhattan,map_ready
tvpp-9vvx:899567@2026-07-27,High School Choir Concert,parade_march,2026-07-27,17:00,18:00,Manhattan,Central Park: Bandshell Plaza,high,unchecked,permit_confirmed,330,899567,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-27&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-27,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-27,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-27&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-28,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-28,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-28&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-29,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-29,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-29&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-30,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-30,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-30&borough=Manhattan,map_ready
tvpp-9vvx:932570@2026-07-31,Live Music and Dance Performances and Circus Arts,parade_march,2026-07-31,08:00,21:00,Manhattan,Greeley Square Plaza: Greeley Square (32/33 Broadway) Broadway between W. 32rd Street and W. 33rd Street,high,unchecked,permit_confirmed,330,932570,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-31&borough=Manhattan,map_ready
tvpp-9vvx:886611@2026-08-01,Doing It In The Park Amplified Sound Performance 1,parade_march,2026-08-01,14:00,18:00,Brooklyn,American Veterans Memorial Pier: American Veterans Memorial Pier,high,unchecked,permit_confirmed,330,886611,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-01&borough=Brooklyn,map_ready
tvpp-9vvx:899480@2026-08-02,Music  Performance,parade_march,2026-08-02,13:00,16:00,Manhattan,Washington Square Park: Garibaldi Plaza,high,unchecked,permit_confirmed,330,899480,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-02&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-07-16,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-07-16,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-16&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-07-17,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-07-17,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-17&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-07-21,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-07-21,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-21&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-07-22,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-07-22,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-22&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-07-23,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-07-23,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-23&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-07-24,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-07-24,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-07-28,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-07-28,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-28&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-07-29,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-07-29,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-29&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-07-30,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-07-30,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-30&borough=Manhattan,map_ready
tvpp-9vvx:1105736@2026-07-30,Summer Concert Series - Queensboro Dance Festival,pop_up_street_activation,2026-07-30,19:00,,Queens,"George Seuffert, Sr. Bandshell in Forest Park",high,unchecked,permit_confirmed,310,1105736,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-30&borough=Queens,list_only
tvpp-9vvx:898494@2026-07-31,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-07-31,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-31&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-08-04,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-08-04,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-04&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-08-05,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-08-05,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-05&borough=Manhattan,map_ready
tvpp-9vvx:937981@2026-08-05,pop-up fishing clinic at Kissena Lake,pop_up_street_activation,2026-08-05,12:00,14:00,Queens,Kissena Park: Kissena Park,high,unchecked,permit_confirmed,310,937981,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-05&borough=Queens,map_ready
tvpp-9vvx:898494@2026-08-06,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-08-06,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-06&borough=Manhattan,map_ready
tvpp-9vvx:937983@2026-08-06,pop-up fishing clinicat Kissena Lake,pop_up_street_activation,2026-08-06,17:00,19:00,Queens,Kissena Park: Kissena Park,high,unchecked,permit_confirmed,310,937983,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-06&borough=Queens,map_ready
tvpp-9vvx:898494@2026-08-07,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-08-07,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-07&borough=Manhattan,map_ready
tvpp-9vvx:898494@2026-08-11,TSQ LIVE: 45/46 Plaza Programming,pop_up_street_activation,2026-08-11,12:00,21:00,Manhattan,"Times Square: 45/46 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",high,unchecked,permit_confirmed,310,898494,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-11&borough=Manhattan,map_ready
tvpp-9vvx:937991@2026-08-13,pop-up fishing clinic with Solar 1,pop_up_street_activation,2026-08-13,17:00,19:00,Manhattan,East River Park: Promenade,high,unchecked,permit_confirmed,310,937991,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-13&borough=Manhattan,map_ready
tvpp-9vvx:939672@2026-08-27,pop-up fishing clinic,pop_up_street_activation,2026-08-27,17:00,19:00,Queens,Park at Beach 108 Street: Beach 108th Street Ferry Landing and Esplanade,high,unchecked,permit_confirmed,310,939672,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-27&borough=Queens,map_ready
tvpp-9vvx:1060116@2026-07-18,Disability Pride Month: Accessible Art Tour,parade_march,2026-07-18,12:00,,Brooklyn,The Carousel in Prospect Park,high,unchecked,permit_confirmed,300,1060116,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18&borough=Brooklyn,map_ready
tvpp-9vvx:2178953@2026-07-18,Disability Pride Month: Accessible Art Tour,parade_march,2026-07-18,12:00,,Multi-borough,The Carousel (in Prospect Park),high,unchecked,permit_confirmed,300,2178953,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-18,map_ready
title:williamsburg giglio lift@2026-07-19@brooklyn,Williamsburg Giglio Lift,religious_procession_feast,2026-07-19,14:00,,Brooklyn,North 8th Street / Havemeyer Street area,high,unchecked,strongly_supported,300,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Brooklyn,list_only
title:colombian cultural parade/event candidate@2026-07-19@queens,Colombian cultural parade/event candidate,heritage_cultural_parade,2026-07-19,,,Queens,,high,unchecked,strongly_supported,300,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-19&borough=Queens,list_only
tvpp-9vvx:941890@2026-07-24,CURLFEST,fan_zone_major_civic,2026-07-24,08:00,20:00,Manhattan,Central Park: Great Lawn-Softball-02,high,unchecked,permit_confirmed,300,941890,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24&borough=Manhattan,map_ready
title:thunderbird american indian powwow@2026-07-24@queens,Thunderbird American Indian Powwow,parade_march,2026-07-24,,,Queens,Queens County Farm Museum,high,unchecked,strongly_supported,300,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-07-24&borough=Queens,list_only
title:east harlem sant' antonio procession@2026-08-08@manhattan,East Harlem Sant' Antonio Procession,parade_march,2026-08-08,12:00,,Manhattan,Pleasant Avenue / East 114th Street,high,unchecked,strongly_supported,300,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-08&borough=Manhattan,list_only
title:east harlem giglio lift@2026-08-09@manhattan,East Harlem Giglio Lift,religious_procession_feast,2026-08-09,14:00,,Manhattan,Pleasant Avenue,high,unchecked,strongly_supported,300,,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-09&borough=Manhattan,list_only
tvpp-9vvx:1045776@2026-08-16,India Day Parade,heritage_cultural_parade,2026-08-16,12:30,,Manhattan,EAST   37 STREET between PARK AVENUE and 5 AVENUE  Manhattan,high,unchecked,permit_confirmed,300,1045776,https://setoxxx.github.io/nycif-field-desk/?v=civic-people-facing-v01&resetFilters=1&feeds=main&mode=all&assignment=1&date=2026-08-16&borough=Manhattan,list_only
